all,Longitude,Latitude,Address,latitude,longitude
McDonalds,-76.926406,38.998325,"8301 Baltimore Ave, College Park, MD 20740",38.998325,-76.926406
McDonalds,-76.890408,38.951658,"7570 Annapolis Rd, Hyattsville, MD 20784",38.951658,-76.890408
McDonalds,-76.905085,38.885787,"20 Ritchie Rd, Capitol Heights, MD 20743",38.885787,-76.905085
McDonalds,-77.010524,39.019752,"519 N Route 301 la Plata, Takoma Park, MD 20901",39.019752,-77.010524
McDonalds,-77.010524,39.019752,"106 University Blvd W, Silver Spring, MD 20901",39.019752,-77.010524
McDonalds,-76.984011,38.753594,"7100 Allentown Rd, Fort Washington, MD 20744",38.753594,-76.984011
McDonalds,-76.877779,38.914969,"8710 Central Ave, Hyattsville, MD 20785",38.914969,-76.877779
McDonalds,-77.079286,38.792447,"6239 Richmond Hwy, Alexandria, VA 22303",38.792447,-77.079286
McDonalds,-76.921289,38.841534,"4777 Allentown Rd, Suitland, MD 20746",38.841534,-76.921289
McDonalds,-76.882522,38.995407,"6000 Greenbelt Rd, Greenbelt, MD 20770",38.995407,-76.882522
McDonalds,-77.043079,38.804565,"6302 Little River Tpke, Alexandria, VA 22312",38.804565,-77.043079
McDonalds,-77.193553,38.866242,"6729 Arlington Blvd, Falls Church, VA 22042",38.866242,-77.193553
McDonalds,-77.115628,38.814711,"505 S Van Dorn St, Alexandria, VA 22304",38.814711,-77.115628
McDonalds,-77.169011,38.93328,"6808 Elm St, Mc Lean, VA 22101",38.93328,-77.169011
McDonalds,-76.851827,38.96407,"9007 Annapolis Rd, Lanham Seabrook, MD 20706",38.96407,-76.851827
McDonalds,-76.805854,38.88875,"1030 Largo Center Dr, Upper Marlboro, MD 20774",38.88875,-76.805854
McDonalds,-77.198076,38.900542,"7101 Leesburg Pike, Falls Church, VA 22043",38.900542,-77.198076
McDonalds,-77.169011,38.93328,"6920 Old Dominion Dr, Mc Lean, VA 22101",38.93328,-77.169011
McDonalds,-77.124431,38.78364,"6020 Rose Hill Dr, Alexandria, VA 22310",38.78364,-77.124431
McDonalds,-76.984011,38.753594,"9596 Livingston Rd, Fort Washington, MD 20744",38.753594,-76.984011
McDonalds,-76.975384,39.067898,"11146 New Hampshire Ave, Silver Spring, MD 20904",39.067898,-76.975384
McDonalds,-77.193553,38.866242,"7265 Arlington Blvd, Falls Church, VA 22042",38.866242,-77.193553
McDonalds,-77.047789,39.042301,"11160 Veirs Mill Rd, Silver Spring, MD 20902",39.042301,-77.047789
McDonalds,-76.899495,38.75731,"6505 Old Alexandria Ferry Rd, Clinton, MD 20735",38.75731,-76.899495
McDonalds,-77.077838,39.028463,"2741 University Blvd W, Kensington, MD 20895",39.028463,-77.077838
McDonalds,-77.124431,38.78364,"5600 Franconia Rd, Alexandria, VA 22310",38.78364,-77.124431
McDonalds,-76.740273,39.27599,"501 Frederick Rd, Catonsville, MD 21228",39.27599,-76.740273
McDonalds,-76.912915,39.045332,"10531 Baltimore Ave, Beltsville, MD 20705",39.045332,-76.912915
McDonalds,-76.851827,38.96407,"9452 Lanham Severn Rd, Lanham Seabrook, MD 20706",38.96407,-76.851827
McDonalds,-77.084111,38.757134,"7614 Richmond Hwy, Alexandria, VA 22306",38.757134,-77.084111
McDonalds,-77.21323,38.830774,"7010 Bradlick Shopping Ctr, Annandale, VA 22003",38.830774,-77.21323
McDonalds,-76.912915,39.045332,"4000 Powder Mill Rd, Beltsville, MD 20705",39.045332,-76.912915
McDonalds,-77.148402,38.759606,"5885 Kingstowne Blvd, Alexandria, VA 22315",38.759606,-77.148402
McDonalds,-77.061432,39.082294,"12312 Georgia Ave, Silver Spring, MD 20906",39.082294,-77.061432
McDonalds,-73.764154,41.03354,"60 S Broadway, White Plains, NY 10601",41.03354,-73.764154
McDonalds,-73.803269,41.048025,"100 Main St, White Plains, NY 10601",41.048025,-73.803269
McDonalds,-77.21323,38.830774,"7600 Little River Tpke, Annandale, VA 22003",38.830774,-77.21323
McDonalds,-74.471489,40.539255,"1301 Stelton Rd, Piscataway, NJ 08854",40.539255,-74.471489
McDonalds,-77.222849,38.936309,"1961 Chain Bridge Rd, Mc Lean, VA 22102",38.936309,-77.222849
McDonalds,-77.061432,39.082294,"12135 Veirs Mill Rd, Silver Spring, MD 20906",39.082294,-77.061432
McDonalds,-77.124548,39.051691,"11564 Rockville Pike, Rockville, MD 20852",39.051691,-77.124548
McDonalds,-76.796948,38.914958,"12168 Central Ave, Bowie, MD 20721",38.914958,-76.796948
McDonalds,-76.984011,38.753594,"996 Swan Creek Rd E, Fort Washington, MD 20744",38.753594,-76.984011
McDonalds,-77.263713,38.859361,"2751 Prosperity Ave, Fairfax, VA 22031",38.859361,-77.263713
McDonalds,-74.225474,40.406895,"1108 State Route 34, Matawan, NJ 07747",40.406895,-74.225474
McDonalds,-77.148402,38.759606,"7580 Telegraph Rd, Alexandria, VA 22315",38.759606,-77.148402
McDonalds,-77.257702,38.926651,"2089 Chain Bridge Rd, Vienna, VA 22182",38.926651,-77.257702
McDonalds,-77.183624,38.77497,"6220 Backlick Rd, Springfield, VA 22150",38.77497,-77.183624
McDonalds,-76.975384,39.067898,"504 E Randolph Rd, Silver Spring, MD 20904",39.067898,-76.975384
McDonalds,-77.183624,38.77497,"7116 Old Keene Mill Rd, Springfield, VA 22150",38.77497,-77.183624
McDonalds,-77.196124,39.039899,"11301 Seven Locks Rd, Potomac, MD 20854",39.039899,-77.196124
McDonalds,-77.254773,38.895642,"280 Cedar Ln Se, Vienna, VA 22180",38.895642,-77.254773
McDonalds,-77.061432,39.082294,"13701 Connecticut Ave, Silver Spring, MD 20906",39.082294,-77.061432
McDonalds,-76.975384,39.067898,"13800 Outlet Dr, Silver Spring, MD 20904",39.067898,-76.975384
McDonalds,-77.124548,39.051691,"1390 Rockville Pike, Rockville, MD 20852",39.051691,-77.124548
McDonalds,-77.123846,39.07707,"2101 Veirs Mill Rd, Rockville, MD 20851",39.07707,-77.123846
McDonalds,-77.061432,39.082294,"2207 Bel Pre Rd, Silver Spring, MD 20906",39.082294,-77.061432
McDonalds,-77.263713,38.859361,"3091 Nutley St, Fairfax, VA 22031",38.859361,-77.263713
McDonalds,-77.10731,38.725722,"8735 Richmond Hwy, Alexandria, VA 22309",38.725722,-77.10731
McDonalds,-77.124548,39.051691,"807 Rockville Pike, Rockville, MD 20852",39.051691,-77.124548
McDonalds,-77.288744,38.896091,"2525 Chain Bridge Rd, Vienna, VA 22181",38.896091,-77.288744
McDonalds,-77.207445,38.804845,"8976 Burke Lake Rd, Springfield, VA 22151",38.804845,-77.207445
McDonalds,-77.334457,38.848601,"3195 Old Lee Hwy, Fairfax, VA 22030",38.848601,-77.334457
McDonalds,-77.232487,38.776422,"6219 Rolling Rd, Springfield, VA 22152",38.776422,-77.232487
McDonalds,-77.263713,38.859361,"3951 Pickett Rd, Fairfax, VA 22031",38.859361,-77.263713
McDonalds,-76.790146,38.796024,"9450 Crain Hwy, Upper Marlboro, MD 20772",38.796024,-76.790146
McDonalds,-77.183624,38.77497,"8055 Alban Rd, Springfield, VA 22150",38.77497,-77.183624
McDonalds,-77.29158,38.818727,"9539 Braddock Rd, Fairfax, VA 22032",38.818727,-77.29158
McDonalds,-77.235022,38.745265,"7909 Rolling Rd, Springfield, VA 22153",38.745265,-77.235022
McDonalds,-76.933248,39.099778,"15569 Old Columbia Pike, Burtonsville, MD 20866",39.099778,-76.933248
McDonalds,-76.790146,38.796024,"15475 Marlboro Pike, Upper Marlboro, MD 20772",38.796024,-76.790146
McDonalds,-77.213259,38.704309,"9398 Richmond Hwy, Lorton, VA 22079",38.704309,-77.213259
McDonalds,-77.27962,38.789206,"6417 Shiplett Blvd, Burke, VA 22015",38.789206,-77.27962
McDonalds,-76.871238,39.095912,"14810 Baltimore Ave, Laurel, MD 20707",39.095912,-76.871238
McDonalds,-76.729549,38.930815,"4306 Crain Hwy, Bowie, MD 20716",38.930815,-76.729549
McDonalds,-77.27962,38.789206,"9528 Old Keene Mill Rd, Burke, VA 22015",38.789206,-77.27962
McDonalds,-76.742468,38.981549,"15998 Annapolis Rd, Bowie, MD 20715",38.981549,-76.742468
McDonalds,-77.29158,38.818727,"10645 Braddock Rd, Fairfax, VA 22032",38.818727,-77.29158
McDonalds,-76.871238,39.095912,"535 Main St, Laurel, MD 20707",39.095912,-76.871238
McDonalds,-77.147126,39.133235,"15801 Frederick Rd, Derwood, MD 20855",39.133235,-77.147126
McDonalds,-77.334457,38.848601,"4040 Jermantown Rd, Fairfax, VA 22030",38.848601,-77.334457
McDonalds,-76.860357,39.135904,"10001 Washington Blvd N, Laurel, MD 20723",39.135904,-76.860357
McDonalds,-76.860357,39.135904,"9261 All Saints Rd, Laurel, MD 20723",39.135904,-76.860357
McDonalds,-77.346407,38.961657,"11265 Roger Bacon Dr, Reston, VA 20190",38.961657,-77.346407
McDonalds,-77.071788,39.15145,"18010 Georgia Ave, Olney, MD 20832",39.15145,-77.071788
McDonalds,-74.452446,40.82197,"Morris County Mall, Cedar Knolls, NJ 07927",40.82197,-74.452446
McDonalds,-74.421959,40.871525,"3111 Us Highway 46, Parsippany, NJ 07054",40.871525,-74.421959
McDonalds,-74.39357,40.526798,"1966 State Route 27 # SATE, Edison, NJ 08817",40.526798,-74.39357
McDonalds,-76.80717,39.103085,"3549 Russett Grn, Laurel, MD 20724",39.103085,-76.80717
McDonalds,-77.147126,39.133235,"7200 Muncaster Mill Rd, Derwood, MD 20855",39.133235,-77.147126
McDonalds,-76.874308,38.628479,"11930 Acton Ln, Waldorf, MD 20601",38.628479,-76.874308
McDonalds,-76.874308,38.628479,"50 Highway 301, Waldorf, MD 20601",38.628479,-76.874308
McDonalds,-77.191649,39.16888,"18273 Flower Hill Way, Gaithersburg, MD 20879",39.16888,-77.191649
McDonalds,-77.238517,39.114993,"12130 Darnestown Rd, Gaithersburg, MD 20878",39.114993,-77.238517
McDonalds,-74.407428,40.901925,"568 Myrtle Ave, Boonton, NJ 07005",40.901925,-74.407428
McDonalds,-77.260514,38.681596,"Near Potomac Mills Mall, Occoquan, VA 22125",38.681596,-77.260514
McDonalds,-76.874308,38.628479,"3300 Leonardtown Rd, Waldorf, MD 20601",38.628479,-76.874308
McDonalds,-77.238517,39.114993,"83 Bureau Dr, Gaithersburg, MD 20878",39.114993,-77.238517
McDonalds,-77.18652,39.169809,"19230 Woodfield Rd, Gaithersburg, MD 20879",39.169809,-77.18652
McDonalds,-76.846905,39.172064,"8600 Guilford Rd, Columbia, MD 21046",39.172064,-76.846905
McDonalds,-77.1849,39.142865,"701 Russell Ave, Gaithersburg, MD 20877",39.142865,-77.1849
McDonalds,-77.307538,38.674794,"12730 Harbor Dr, Woodbridge, VA 22192",38.674794,-77.307538
McDonalds,-73.555324,40.669479,"1813 Merrick Rd, Merrick, NY 11566",40.669479,-73.555324
McDonalds,-76.708617,39.075803,"1502 Annapolis Rd, Odenton, MD 21113",39.075803,-76.708617
McDonalds,-77.383654,38.978663,"1071 Elden St, Herndon, VA 20170",38.978663,-77.383654
McDonalds,-77.266455,38.632617,"13707 Jefferson Davis Hwy, Woodbridge, VA 22191",38.632617,-77.266455
McDonalds,-76.792483,39.148748,"8750 Baltimore Washington Blvd, Jessup, MD 20794",39.148748,-76.792483
McDonalds,-77.400659,38.931286,"2475 Centreville Rd, Herndon, VA 20171",38.931286,-77.400659
McDonalds,-76.708617,39.075803,"1136 Annapolis Rd, Odenton, MD 21113",39.075803,-76.708617
McDonalds,-73.540001,40.788481,"105 Jericho Tpke, Jericho, NY 11753",40.788481,-73.540001
McDonalds,-77.398107,38.802937,"5760 Union Mill Rd, Clifton, VA 20124",38.802937,-77.398107
McDonalds,-76.828883,39.204335,"7244 Cradlerock Way, Columbia, MD 21045",39.204335,-76.828883
McDonalds,-73.555324,40.669479,"2161 Merrick Ave, Merrick, NY 11566",40.669479,-73.555324
McDonalds,-76.934628,39.199362,"6095 Daybreak Cir, Clarksville, MD 21029",39.199362,-76.934628
McDonalds,-74.417061,40.617623,"234 W Front St, Plainfield, NJ 07060",40.617623,-74.417061
McDonalds,-77.394545,39.012032,"275 S Sterling Blvd, Sterling, VA 20164",39.012032,-77.394545
McDonalds,-76.792483,39.148748,"7878 Pocomoke Dr, Jessup, MD 20794",39.148748,-76.792483
McDonalds,-76.652258,38.738215,"7925 Bayside Rd, Dunkirk, MD 20754",38.738215,-76.652258
McDonalds,-76.652258,38.738215,"10850 Town Center Blvd, Dunkirk, MD 20754",38.738215,-76.652258
McDonalds,-77.439321,38.82669,"5931 Fort Dr, Centreville, VA 20121",38.82669,-77.439321
McDonalds,-77.307538,38.674794,"13010 Worth Ave, Woodbridge, VA 22192",38.674794,-77.307538
McDonalds,-77.266455,38.632617,"14591 Jefferson Davis Hwy, Woodbridge, VA 22191",38.632617,-77.266455
McDonalds,-77.243151,39.193084,"19660 Gunners Branch Rd, Germantown, MD 20876",39.193084,-77.243151
McDonalds,-77.436022,38.887564,"4424 Brookfield Corporate Dr, Chantilly, VA 20151",38.887564,-77.436022
McDonalds,-74.137519,41.030025,"57 W Allendale Ave, Allendale, NJ 07401",41.030025,-74.137519
McDonalds,-74.10331,40.393754,"925 State Route 35, Middletown, NJ 07748",40.393754,-74.10331
McDonalds,-76.828883,39.204335,"6385 Dobbin Rd, Columbia, MD 21045",39.204335,-76.828883
McDonalds,-77.307538,38.674794,"4309 Merchant Plz, Woodbridge, VA 22192",38.674794,-77.307538
McDonalds,-77.307538,38.674794,"2700 Potomac Mills Cir, Woodbridge, VA 22192",38.674794,-77.307538
McDonalds,-73.627665,40.866705,"193 Glen St, Glen Cove, NY 11542",40.866705,-73.627665
McDonalds,-77.439321,38.82669,"1421 Centreville Sq, Centreville, VA 20121",38.82669,-77.439321
McDonalds,-76.880983,39.211121,"5485 Harpers Farm Rd, Columbia, MD 21044",39.211121,-76.880983
McDonalds,-76.719536,39.163501,"7081 Arundel Mills Cir, Hanover, MD 21076",39.163501,-76.719536
McDonalds,-76.880983,39.211121,"10300 Little Patuxent Pkwy, Columbia, MD 21044",39.211121,-76.880983
McDonalds,-77.433992,38.996047,"45540 Dulles Eastern Plz, Sterling, VA 20166",38.996047,-77.433992
McDonalds,-77.446879,38.848108,"5633 Stone Rd, Centreville, VA 20120",38.848108,-77.446879
McDonalds,-77.433992,38.996047,"45415 Dulles Crossing Plz, Sterling, VA 20166",38.996047,-77.433992
McDonalds,-77.274955,39.166094,"12982 Middlebrook Rd, Germantown, MD 20874",39.166094,-77.274955
McDonalds,-77.243151,39.193084,"20910 Frederick Rd, Germantown, MD 20876",39.193084,-77.243151
McDonalds,-77.349161,38.644162,"2891 Dale Blvd, Dale City, VA 22193",38.644162,-77.349161
McDonalds,-76.828883,39.204335,"8211 Snowden River Pkwy, Columbia, MD 21045",39.204335,-76.828883
McDonalds,-77.243151,39.193084,"21121 Frederick Rd, Germantown, MD 20876",39.193084,-77.243151
McDonalds,-74.421959,40.871525,"1155 Us Highway 46, Parsippany, NJ 07054",40.871525,-74.421959
McDonalds,-77.441834,38.760781,"8287 Shoppers Sq, Manassas, VA 20111",38.760781,-77.441834
McDonalds,-77.349161,38.644162,"13693 Mapledale Ave, Woodbridge, VA 22193",38.644162,-77.349161
McDonalds,-77.483012,39.051548,"44131 Ashburn Village Blvd, Ashburn, VA 20146",39.051548,-77.483012
McDonalds,-73.585807,40.655368,"157 W Merrick Rd, Freeport, NY 11520",40.655368,-73.585807
McDonalds,-77.476949,38.750852,"9401 Liberia Ave, Manassas, VA 20110",38.750852,-77.476949
McDonalds,-76.985198,38.549447,"Route 301 N, la Plata, MD 20646",38.549447,-76.985198
McDonalds,-76.535375,38.984701,"2130 Generals Hwy, Annapolis, MD 21401",38.984701,-76.535375
McDonalds,-76.764489,39.195331,"6225 Washington Blvd, Elkridge, MD 21075",39.195331,-76.764489
McDonalds,-77.510299,38.909564,"43250 Defender Dr, Chantilly, VA 20152",38.909564,-77.510299
McDonalds,-76.801874,39.253201,"4396 Montgomery Rd, Ellicott City, MD 21043",39.253201,-76.801874
McDonalds,-76.535375,38.984701,"1941 West St, Annapolis, MD 21401",38.984701,-76.535375
McDonalds,-76.659634,39.208403,"776 Elkridge Landing Rd, Linthicum Heights, MD 21090",39.208403,-76.659634
McDonalds,-74.165849,40.42597,"3140 State Route 35, Hazlet, NJ 07730",40.42597,-74.165849
McDonalds,-77.476949,38.750852,"10216 Dumfries Rd, Manassas, VA 20110",38.750852,-77.476949
McDonalds,-77.31517,38.574265,"17340 Dumfries Rd, Dumfries, VA 22026",38.574265,-77.31517
McDonalds,-74.415014,40.57991,"909 Oak Tree Ave, South Plainfield, NJ 07080",40.57991,-74.415014
McDonalds,-77.485025,39.04151,"43345 Junction Plz, Ashburn, VA 20147",39.04151,-77.485025
McDonalds,-77.516788,38.786099,"10730 Balls Ford Rd, Manassas, VA 20109",38.786099,-77.516788
McDonalds,-74.166783,41.010812,"327 Franklin Ave, Wyckoff, NJ 07481",41.010812,-74.166783
McDonalds,-76.556686,39.081668,"502 Baltimore Annapolis Blvd, Severna Park, MD 21146",39.081668,-76.556686
McDonalds,-76.621845,39.161785,"7425 Ritchie Hwy, Glen Burnie, MD 21061",39.161785,-76.621845
McDonalds,-76.801874,39.253201,"3200 N Ridge Rd, Ellicott City, MD 21043",39.253201,-76.801874
McDonalds,-76.59448,39.164281,"7960 Old Annapolis Rd, Glen Burnie, MD 21060",39.164281,-76.59448
McDonalds,-77.214412,39.275791,"26429 Ridge Rd, Damascus, MD 20872",39.275791,-77.214412
McDonalds,-76.621845,39.161785,"6906 Ritchie Hwy, Glen Burnie, MD 21061",39.161785,-76.621845
McDonalds,-77.476949,38.750852,"9900 Pennsylvania Ave, Manassas, VA 20110",38.750852,-77.476949
McDonalds,-77.34692,38.555962,"18614 Jefferson Davis Hwy, Triangle, VA 22172",38.555962,-77.34692
McDonalds,-76.59448,39.164281,"6721 Chesapeake Center Dr, Glen Burnie, MD 21060",39.164281,-76.59448
McDonalds,-76.59448,39.164281,"6719 Chesapeake Center Dr, Glen Burnie, MD 21060",39.164281,-76.59448
McDonalds,-76.776984,38.497318,"Rr 5, Charlotte Hall, MD 20622",38.497318,-76.776984
McDonalds,-76.740273,39.27599,"6447 Baltimore National Pike, Catonsville, MD 21228",39.27599,-76.740273
McDonalds,-76.740273,39.27599,"1011 N Rolling Rd, Catonsville, MD 21228",39.27599,-76.740273
McDonalds,-76.59448,39.164281,"569 E Ordnance Rd, Glen Burnie, MD 21060",39.164281,-76.59448
McDonalds,-74.402264,40.709675,"1771 Springfield Ave, New Providence, NJ 07974",40.709675,-74.402264
McDonalds,-76.793362,38.474823,"Charlotte Hall, MD 20622",38.474823,-76.793362
McDonalds,-76.688798,39.283675,"3617 Wilkens Ave, Baltimore, MD 21229",39.283675,-76.688798
McDonalds,-73.593369,40.702686,"1050 Front St, Uniondale, NY 11553",40.702686,-73.593369
McDonalds,-76.535375,38.984701,"1450 Whitehall Rd, Annapolis, MD 21401",38.984701,-76.535375
McDonalds,-76.764975,39.333522,"6901 Security Blvd, Windsor Mill, MD 21244",39.333522,-76.764975
McDonalds,-73.593369,40.702686,"1110 Hempstead Tpke, Uniondale, NY 11553",40.702686,-73.593369
McDonalds,-76.764975,39.333522,"1655 Belmont Ave, Windsor Mill, MD 21244",39.333522,-76.764975
McDonalds,-77.526819,39.121676,"965 Edwards Ferry Rd Ne, Leesburg, VA 20176",39.121676,-77.526819
McDonalds,-76.688798,39.283675,"3249 Frederick Ave, Baltimore, MD 21229",39.283675,-76.688798
McDonalds,-74.411844,40.630615,"1241 South Ave, Plainfield, NJ 07062",40.630615,-74.411844
McDonalds,-77.526819,39.121676,"335 E Market St, Leesburg, VA 20176",39.121676,-77.526819
McDonalds,-77.616999,38.800288,"14207 Lee Hwy, Gainesville, VA 20155",38.800288,-77.616999
McDonalds,-76.627772,39.271906,"2701 Port Covington Dr, Baltimore, MD 21230",39.271906,-76.627772
McDonalds,-77.157184,39.379105,"1706 Ridgeside Dr, Damascus, MD 21771",39.379105,-77.157184
McDonalds,-77.643187,38.851659,"6740 Lea Berry Way, Haymarket, VA 20169",38.851659,-77.643187
McDonalds,-76.627772,39.271906,"825 E Fort Ave, Baltimore, MD 21230",39.271906,-76.627772
McDonalds,-73.574414,40.756569,"35 Old Country Rd, Westbury, NY 11590",40.756569,-73.574414
McDonalds,-74.304002,40.920946,"53 Boonton Tpke, Lincoln Park, NJ 07035",40.920946,-74.304002
McDonalds,-76.621806,39.295337,"25 N Howard St, Baltimore, MD 21201",39.295337,-76.621806
McDonalds,-76.520725,39.324698,"31 S Calvert St, Baltimore, MD 21202",39.324698,-76.520725
McDonalds,-76.607883,39.296861,"101 E Baltimore St, Baltimore, MD 21202",39.296861,-76.607883
McDonalds,-74.228859,40.929266,"88 Wayne Hills Mall, Wayne, NJ 07470",40.929266,-74.228859
McDonalds,-76.551388,39.285705,"Pulaski Hwy, Baltimore, MD 21224",39.285705,-76.551388
McDonalds,-76.607883,39.296861,"35 Market Pl, Baltimore, MD 21202",39.296861,-76.607883
McDonalds,-74.20444,40.436653,"825 State Route 36, Union Beach, NJ 07735",40.436653,-74.20444
McDonalds,-74.396803,40.784087,"176 Columbia Tpke, Florham Park, NJ 07932",40.784087,-74.396803
McDonalds,-76.679969,39.344132,"4205 Mortimer Ave, Baltimore, MD 21215",39.344132,-76.679969
McDonalds,-76.621806,39.295337,"15 W North Ave, Baltimore, MD 21201",39.295337,-76.621806
McDonalds,-76.679969,39.344132,"4401 Reisterstown Rd, Baltimore, MD 21215",39.344132,-76.679969
McDonalds,-73.844375,40.965076,"2550 Central Park Ave, Yonkers, NY 10710",40.965076,-73.844375
McDonalds,-73.610443,40.655188,"1255 Grand Ave, North Baldwin, NY 11510",40.655188,-73.610443
McDonalds,-76.506199,39.264831,"2222 Dundalk Ave, Dundalk, MD 21222",39.264831,-76.506199
McDonalds,-76.551388,39.285705,"5501 Odonnell St, Baltimore, MD 21224",39.285705,-76.551388
McDonalds,-76.633606,39.329753,"3920 Falls Rd, Baltimore, MD 21211",39.329753,-76.633606
McDonalds,-76.582296,39.312648,"2001 N Broadway, Baltimore, MD 21213",39.312648,-76.582296
McDonalds,-76.605857,39.32758,"2840 Greenmount Ave, Baltimore, MD 21218",39.32758,-76.605857
McDonalds,-77.410955,38.452698,"190 Garrisonville Rd, Stafford, VA 22554",38.452698,-77.410955
McDonalds,-76.728892,39.38045,"1706 Reisterstown Rd, Pikesville, MD 21208",39.38045,-76.728892
McDonalds,-76.669904,39.369341,"4535 Falls Rd, Baltimore, MD 21209",39.369341,-76.669904
McDonalds,-76.784049,39.421707,"9774 Groffs Mill Dr, Owings Mills, MD 21117",39.421707,-76.784049
McDonalds,-76.784049,39.421707,"10300 Mill Run Cir, Owings Mills, MD 21117",39.421707,-76.784049
McDonalds,-77.410955,38.452698,"2862 Jefferson Davis Hwy, Stafford, VA 22554",38.452698,-77.410955
McDonalds,-73.611695,40.750482,"95 Westbury Ave, Carle Place, NY 11514",40.750482,-73.611695
McDonalds,-74.3399,40.858411,"Us Highway No 46, Pine Brook, NJ 07058",40.858411,-74.3399
McDonalds,-77.410955,38.452698,"893 Garrisonville Rd, Stafford, VA 22554",38.452698,-77.410955
McDonalds,-76.611225,39.364644,"5100 York Rd, Baltimore, MD 21212",39.364644,-76.611225
McDonalds,-76.605857,39.32758,"1600 Argonne Dr, Baltimore, MD 21218",39.32758,-76.605857
McDonalds,-76.54126,39.339312,"6001 Moravia Rd, Baltimore, MD 21206",39.339312,-76.54126
McDonalds,-76.551388,39.285705,"7731 Eastpoint Mall, Baltimore, MD 21224",39.285705,-76.551388
McDonalds,-76.563426,39.352352,"4635 Harford Rd, Baltimore, MD 21214",39.352352,-76.563426
McDonalds,-76.497451,39.338785,"7500 Pulaski Hwy, Rosedale, MD 21237",39.338785,-76.497451
McDonalds,-73.637682,40.665771,"618 Sunrise Hwy, Rockville Centre, NY 11570",40.665771,-73.637682
McDonalds,-77.410955,38.452698,"2124 Jefferson Davis Hwy, Stafford, VA 22554",38.452698,-77.410955
McDonalds,-77.046394,38.330875,"Highway 206, Dahlgren, VA 22448",38.330875,-77.046394
McDonalds,-77.041658,38.328908,"105 Building, Dahlgren, VA 22448",38.328908,-77.041658
McDonalds,-73.663727,40.588014,"665 Long Beach Blvd, Long Beach, NY 11561",40.588014,-73.663727
McDonalds,-77.410955,38.452698,"1150 Courthouse Rd, Stafford, VA 22554",38.452698,-77.410955
McDonalds,-76.54126,39.339312,"5713 Belair Rd, Baltimore, MD 21206",39.339312,-76.54126
McDonalds,-76.269389,38.97456,"Corner Route 50, Chester, MD 21619",38.97456,-76.269389
McDonalds,-77.384198,39.427269,"950 E Patrick St, Frederick, MD 21701",39.427269,-77.384198
McDonalds,-74.360619,40.825975,"305 State Route 10, East Hanover, NJ 07936",40.825975,-74.360619
McDonalds,-76.497451,39.338785,"8655 Pulaski Hwy, Baltimore, MD 21237",39.338785,-76.497451
McDonalds,-76.497451,39.338785,"6421 Petrie Way Rd, Rosedale, MD 21237",39.338785,-76.497451
McDonalds,-76.497451,39.338785,"6420 Petrie Way Rd, Rosedale, MD 21237",39.338785,-76.497451
McDonalds,-76.484583,39.38733,"7536 Belair Rd, Nottingham, MD 21236",39.38733,-76.484583
McDonalds,-77.384198,39.427269,"423 S Jefferson St, Frederick, MD 21701",39.427269,-77.384198
McDonalds,-74.360619,40.825975,"305 State Hwy 10, East Hanover, NJ 07936",40.825975,-74.360619
McDonalds,-77.409626,39.385656,"Buckeystown Pike, Frederick, MD 21704",39.385656,-77.409626
McDonalds,-77.384198,39.427269,"59 Fsk Mall, Frederick, MD 21701",39.427269,-77.384198
McDonalds,-73.619066,40.702305,"340 Peninsula Blvd, Hempstead, NY 11550",40.702305,-73.619066
McDonalds,-77.442688,39.446688,"1399 W 7th St, Frederick, MD 21702",39.446688,-77.442688
McDonalds,-76.536072,39.388866,"2107 E Joppa Rd, Parkville, MD 21234",39.388866,-76.536072
McDonalds,-76.635147,39.437622,"2116 York Rd, Lutherville Timonium, MD 21093",39.437622,-76.635147
McDonalds,-74.265741,40.50642,"633 New Brunswick Ave, Perth Amboy, NJ 08861",40.50642,-74.265741
McDonalds,-77.442688,39.446688,"1275 W Patrick St, Frederick, MD 21702",39.446688,-77.442688
McDonalds,-77.442688,39.446688,"1501 Garrett Dr, Frederick, MD 21702",39.446688,-77.442688
McDonalds,-77.442688,39.446688,"2020 Yellow Springs Rd, Frederick, MD 21702",39.446688,-77.442688
McDonalds,-77.808964,38.70972,"361 Broadview Ave, Warrenton, VA 20186",38.70972,-77.808964
McDonalds,-77.349375,39.482467,"20 E Frederick St, Walkersville, MD 21793",39.482467,-77.349375
McDonalds,-74.265741,40.50642,"182 Smith St, Perth Amboy, NJ 08861",40.50642,-74.265741
McDonalds,-76.976021,38.227668,"800 McKinney Blvd, Colonial Beach, VA 22443",38.227668,-76.976021
McDonalds,-73.982043,41.013709,"216 Old Tappan Rd, Old Tappan, NJ 07675",41.013709,-73.982043
McDonalds,-76.639795,39.478342,"528 Cranbrook Rd, Cockeysville, MD 21030",39.478342,-76.639795
McDonalds,-77.895465,38.828324,"4215 Winchester Rd, Marshall, VA 20115",38.828324,-77.895465
McDonalds,-74.276064,40.55552,"330 Us Highway 9 N, Woodbridge, NJ 07095",40.55552,-74.276064
McDonalds,-77.647867,39.339009,"854 Jefferson Pike, Knoxville, MD 21758",39.339009,-77.647867
McDonalds,-73.639252,40.74637,"60 Jericho Tpke, Mineola, NY 11501",40.74637,-73.639252
McDonalds,-77.757034,38.563785,"11027 Marsh Rd, Bealeton, VA 22712",38.563785,-77.757034
McDonalds,-77.536621,38.386958,"766 Warrenton Rd, Fredericksburg, VA 22406",38.386958,-77.536621
