name,description,latitude,longitude
"KFC-Columbus,GA",,32.46184,-84.98747
"KFC-Columbus,GA",,32.50685,-84.96362
"KFC-Columbus,GA",,32.54276,-84.95387
"KFC-Columbus,GA",,32.41942,-84.95064
"KFC-Columbus,GA",,32.45474,-84.94462
"KFC-Columbus,GA",,32.48516,-84.93572
"KFC-Columbus,GA",,32.522,-84.88897
"KFC-Commerce,GA",,34.25803,-83.46444
"KFC-Conyers,GA",,33.64634,-84.01364
"KFC-Conyers,GA",,33.62616,-83.97705
"KFC-Cordele,GA",,31.9612,-83.75922
"KFC-Cornelia,GA",,34.54631,-83.5455
"KFC-Covington,GA",,33.60187,-83.8408
"KFC-Cumming,GA",,34.18719,-84.14371
"KFC-Dallas,GA",,33.91071,-84.79744
"KFC-Dalton,GA",,34.76033,-84.99632
"KFC-Dalton,GA",,34.76159,-84.93435
"KFC-Darien,GA",,31.39645,-81.44878
"KFC-Dawsonville,GA",,34.36589,-84.03734
"KFC-Decatur,GA",,33.70371,-84.27092
"KFC-Decatur,GA",,33.75403,-84.23412
"KFC-Decatur,GA",,33.71385,-84.21628
"KFC-Doraville,GA",,33.88657,-84.2481
"KFC-Douglas,GA",,31.51855,-82.85059
"KFC-Douglasville,GA",,33.72193,-84.76317
"KFC-Dublin,GA",,32.48972,-82.93333
"KFC-Dublin,GA",,32.53622,-82.9314
"KFC-Duluth,GA",,33.95606,-84.13244
"KFC-East Ellijay,GA",,34.67734,-84.48061
"KFC-East Point,GA",,33.65912,-84.43459
"KFC-Eastman,GA",,32.18737,-83.17171
"KFC-Elberton,GA",,34.10938,-82.86202
"KFC-Evans,GA",,33.47124,-82.12833
"KFC-Evans,GA",,33.53712,-82.12827
"KFC-Fayetteville,GA",,33.4694,-84.44956
"KFC-Fitzgerald,GA",,31.70677,-83.25269
"KFC-Forest Park,GA",,33.62174,-84.35313
"KFC-Fort Oglethorpe,GA",,34.95465,-85.25464
"KFC-Fort Valley,GA",,32.55618,-83.8849
"KFC-Gainesville,GA",,34.30706,-83.82283
"KFC-Garden City,GA",,32.10533,-81.15199
"KFC-Griffin,GA",,33.27069,-84.29023
"KFC-Griffin,GA",,33.24698,-84.26368
"KFC-Grovetown,GA",,33.46123,-82.19244
"KFC-Hampton,GA",,33.44563,-84.32412
"KFC-Hephzibah,GA",,33.37525,-82.07275
"KFC-Hinesville,GA",,31.84995,-81.58611
"KFC-Jackson,GA",,33.29462,-83.9604
"KFC-Jasper,GA",,34.46933,-84.46025
"KFC-Jesup,GA",,31.60329,-81.90052
"KFC-Jonesboro,GA",,33.51815,-84.36386
"KFC-Kennesaw,GA",,34.00156,-84.59386
"KFC-Kingsland,GA",,30.79148,-81.66279
"KFC-La Fayette,GA",,34.70567,-85.28175
"KFC-Lagrange,GA",,33.05655,-85.02879
"KFC-Lawrenceville,GA",,33.95227,-84.05087
"KFC-Lawrenceville,GA",,33.96618,-84.01045
"KFC-Lawrenceville,GA",,33.98783,-83.98452
"KFC-Lilburn,GA",,33.90343,-84.11858
"KFC-Lithia Springs,GA",,33.78696,-84.61677
"KFC-Lithonia,GA",,33.70501,-84.16963
"KFC-Lithonia,GA",,33.70492,-84.11501
"KFC-Lithonia,GA",,33.69619,-84.09101
"KFC-Locust Grove,GA",,33.33885,-84.11411
"KFC-Loganville,GA",,33.83045,-83.86711
"KFC-Mableton,GA",,33.81875,-84.58226
"KFC-Macon,GA",,32.74281,-83.71399
"KFC-Macon,GA",,32.87012,-83.70113
"KFC-Macon,GA",,32.81901,-83.6974
"KFC-Macon,GA",,32.89873,-83.68917
"KFC-Macon,GA",,32.79143,-83.66834
"KFC-Macon,GA",,32.85976,-83.61011
"KFC-Madison,GA",,33.5585,-83.47622
"KFC-Marietta,GA",,33.97146,-84.61109
"KFC-Marietta,GA",,33.86083,-84.59841
"KFC-Marietta,GA",,33.9167,-84.58627
"KFC-Marietta,GA",,34.02503,-84.52841
"KFC-Marietta,GA",,33.95127,-84.52062
"KFC-Marietta,GA",,33.97079,-84.48781
"KFC-Marietta,GA",,33.92252,-84.47903
"KFC-Martinez,GA",,33.50953,-82.09985
"KFC-McDonough,GA",,33.43099,-84.17855
"KFC-Metter,GA",,32.38015,-82.06171
"KFC-Milledgeville,GA",,33.11001,-83.25542
"KFC-Monroe,GA",,33.79301,-83.73128
"KFC-Morrow,GA",,33.57125,-84.34051
"KFC-Moultrie,GA",,31.17607,-83.76212
"KFC-Nashville,GA",,31.20038,-83.25117
"KFC-Newnan,GA",,33.39539,-84.7621
"KFC-Norcross,GA",,33.96651,-84.25546
"KFC-Norcross,GA",,33.89985,-84.20459
"KFC-Norcross,GA",,33.92316,-84.17311
"KFC-Oakwood,GA",,34.22963,-83.86918
"KFC-Perry,GA",,32.46915,-83.7208
"KFC-Pine Mountain,GA",,32.85232,-84.84728
"KFC-Pooler,GA",,32.10205,-81.22404
"KFC-Powder Springs,GA",,33.85886,-84.67133
"KFC-Richmond Hill,GA",,31.92444,-81.33537
"KFC-Rincon,GA",,32.28076,-81.23199
"KFC-Ringgold,GA",,34.91447,-85.12393
"KFC-Riverdale,GA",,33.56704,-84.41288
"KFC-Rockmart,GA",,33.89067,-84.9987
"KFC-Rome,GA",,34.2605,-85.16761
"KFC-Roswell,GA",,34.06486,-84.42365
"KFC-Roswell,GA",,34.03347,-84.34129
"KFC-Saint Mary's,GA",,30.74766,-81.56619
"KFC-Sandersville,GA",,32.97126,-82.80822
"KFC-Savannah,GA",,31.98186,-81.14895
"KFC-Savannah,GA",,32.00126,-81.10303
"KFC-Savannah,GA",,32.04261,-81.06322
"KFC-Savannah,GA",,32.04881,-81.16572
"KFC-Sharpsburg,GA",,33.40113,-84.66151
"KFC-Smyrna,GA",,33.84423,-84.50114
"KFC-Smyrna,GA",,33.88918,-84.47434
"KFC-Snellville,GA",,33.85598,-84.02446
"KFC-Statesboro,GA",,32.45462,-81.78342
"KFC-Statesboro,GA",,32.43428,-81.75789
"KFC-Stockbridge,GA",,33.51178,-84.22108
"KFC-Stockbridge,GA",,33.54008,-84.20052
"KFC-Stone Mountain,GA",,33.80087,-84.20537
"KFC-Stone Mountain,GA",,33.76015,-84.19703
"KFC-Stone Mountain,GA",,33.82323,-84.11182
"KFC-Suwanee,GA",,34.0372,-84.05285
"KFC-Swainsboro,GA",,32.5933,-82.33119
"KFC-Sylvester,GA",,31.53044,-83.83076
"KFC-Tallapoosa,GA",,33.73614,-85.28545
"KFC-Thomaston,GA",,32.92201,-84.33352
"KFC-Thomasville,GA",,30.83836,-83.9441
"KFC-Tifton,GA",,31.46585,-83.52813
"KFC-Toccoa,GA",,34.57278,-83.3107
"KFC-Tucker,GA",,33.8553,-84.20924
"KFC-Union City,GA",,33.56973,-84.54225
"KFC-Valdosta,GA",,30.84261,-83.32675
"KFC-Valdosta,GA",,30.8738,-83.29082
"KFC-Valdosta,GA",,30.84526,-83.28012
"KFC-Vidalia,GA",,32.20769,-82.38082
"KFC-Villa Rica,GA",,33.71984,-84.93873
"KFC-Warner Robins,GA",,32.6274,-83.61311
"KFC-Waycross,GA",,31.21006,-82.35384
"KFC-Waycross,GA",,31.23042,-82.33298
"KFC-Waynesboro,GA",,33.09749,-82.02087
"KFC-Winder,GA",,33.99527,-83.73305
"KFC-Wrens,GA",,33.21134,-82.3861
"KFC-Algona,IA",,43.08314,-94.2364
"KFC-Altoona,IA",,41.65864,-93.49399
"KFC-Ames,IA",,42.0231,-93.61733
"KFC-Ankeny,IA",,41.73199,-93.58523
"KFC-Boone,IA",,42.03568,-93.87948
"KFC-Burlington,IA",,40.81395,-91.14163
"KFC-Cedar Falls,IA",,42.51345,-92.42927
"KFC-Cedar Rapids,IA",,41.96484,-91.71622
"KFC-Cedar Rapids,IA",,42.01918,-91.66481
"KFC-Cedar Rapids,IA",,41.98745,-91.6532
"KFC-Centerville,IA",,40.7324,-92.87181
"KFC-Clear Lake,IA",,43.14609,-93.36178
"KFC-Clinton,IA",,41.8641,-90.18309
"KFC-Clive,IA",,41.60137,-93.77254
"KFC-Coralville,IA",,41.6778,-91.5662
"KFC-Council Bluffs,IA",,41.25775,-95.85124
"KFC-Davenport,IA",,41.5603,-90.58691
"KFC-Davenport,IA",,41.53844,-90.57585
"KFC-Davenport,IA",,41.55948,-90.52703
"KFC-Des Moines,IA",,41.63346,-93.69753
"KFC-Des Moines,IA",,41.60385,-93.66097
"KFC-Des Moines,IA",,41.54063,-93.62554
"KFC-Des Moines,IA",,41.62786,-93.60656
"KFC-Des Moines,IA",,41.60846,-93.56988
"KFC-Dubuque,IA",,42.50083,-90.72145
"KFC-Dubuque,IA",,42.51097,-90.66956
"KFC-Fairfield,IA",,41.00672,-91.9707
"KFC-Fort Dodge,IA",,42.50518,-94.15551
"KFC-Fort Madison,IA",,40.63028,-91.32319
"KFC-Grinnell,IA",,41.73355,-92.7275
"KFC-Iowa City,IA",,41.6477,-91.54156
"KFC-Keokuk,IA",,40.41465,-91.40304
"KFC-Knoxville,IA",,41.30769,-93.10944
"KFC-Marion,IA",,42.0332,-91.59089
"KFC-Marshalltown,IA",,42.00993,-92.9127
"KFC-Mason City,IA",,43.14817,-93.22576
"KFC-Mt Pleasant,IA",,40.97414,-91.53931
"KFC-Muscatine,IA",,41.44995,-91.03004
"KFC-Newton,IA",,41.68901,-93.07548
"KFC-Osceola,IA",,41.02395,-93.79803
"KFC-Oskaloosa,IA",,41.29608,-92.64885
"KFC-Ottumwa,IA",,41.00721,-92.43182
"KFC-Spencer,IA",,43.12871,-95.144
"KFC-Storm Lake,IA",,42.64513,-95.18805
"KFC-Washington,IA",,41.29752,-91.69154
"KFC-Waterloo,IA",,42.46712,-92.35674
"KFC-Waterloo,IA",,42.50676,-92.34259
"KFC-Waterloo,IA",,42.44303,-92.31752
"KFC-Boise,ID",,43.66292,-116.33448
"KFC-Boise,ID",,43.59039,-116.28728
"KFC-Boise,ID",,43.63554,-116.22845
"KFC-Boise,ID",,43.58968,-116.22571
"KFC-Boise,ID",,43.56933,-116.18484
"KFC-Boise,ID",,43.62027,-116.27752
"KFC-Burley,ID",,42.5514,-113.7931
"KFC-Caldwell,ID",,43.66284,-116.68747
"KFC-Caldwell,ID",,43.63288,-116.64382
"KFC-Garden City,ID",,43.66745,-116.27953
"KFC-Meridian,ID",,43.60979,-116.39172
"KFC-Mountain Home,ID",,43.14214,-115.66244
"KFC-Nampa,ID",,43.58809,-116.57787
"KFC-Nampa,ID",,43.55027,-116.56874
"KFC-Pocatello,ID",,42.88666,-112.45126
"KFC-Rexburg,ID",,43.83494,-111.77789
"KFC-Twin Falls,ID",,42.58956,-114.46031
"KFC-Addison,IL",,41.9377,-88.00118
"KFC-Algonquin,IL",,42.16999,-88.33512
"KFC-Alton,IL",,38.88894,-90.17667
"KFC-Alton,IL",,38.91516,-90.14211
"KFC-Anna,IL",,37.46206,-89.22992
"KFC-Antioch,IL",,42.47115,-88.0952
"KFC-Aurora,IL",,41.76477,-88.37169
"KFC-Aurora,IL",,41.77579,-88.31459
"KFC-Aurora,IL",,41.75627,-88.28235
"KFC-Aurora,IL",,41.76241,-88.208
"KFC-Bartlett,IL",,41.97306,-88.20718
"KFC-Bartonville,IL",,40.65346,-89.64862
"KFC-Beardstown,IL",,40.00549,-90.43685
"KFC-Belleville,IL",,38.54355,-90.02826
"KFC-Belleville,IL",,38.51682,-89.95518
"KFC-Belvidere,IL",,42.26782,-88.8521
"KFC-Benton,IL",,37.99662,-88.9269
"KFC-Berwyn,IL",,41.82418,-87.8015
"KFC-Berwyn,IL",,41.85094,-87.77877
"KFC-Bethalto,IL",,38.90117,-90.04946
"KFC-Bloomingdale,IL",,41.93902,-88.1082
"KFC-Bloomington,IL",,40.48337,-89.01847
"KFC-Bloomington,IL",,40.4844,-88.94926
"KFC-Blue Island,IL",,41.66745,-87.68056
"KFC-Bolingbrook,IL",,41.6916,-88.12524
"KFC-Bradley,IL",,41.14317,-87.87608
"KFC-Bridgeview,IL",,41.72858,-87.7991
"KFC-Cahokia,IL",,38.55205,-90.16372
"KFC-Calumet City,IL",,41.59819,-87.53584
"KFC-Canton,IL",,40.56579,-90.03487
"KFC-Carbondale,IL",,37.72797,-89.19855
"KFC-Carlyle,IL",,38.61434,-89.37272
"KFC-Carol Stream,IL",,41.93914,-88.15056
"KFC-Cary,IL",,42.21684,-88.2555
"KFC-Centralia,IL",,38.52958,-89.14711
"KFC-Champaign,IL",,40.11276,-88.28402
"KFC-Champaign,IL",,40.12859,-88.25784
"KFC-Charleston,IL",,39.48498,-88.16087
"KFC-Chicago Heights,IL",,41.48332,-87.63802
"KFC-Chicago,IL",,41.95133,-87.80703
"KFC-Chicago,IL",,41.90941,-87.77664
"KFC-Chicago,IL",,41.79501,-87.76787
"KFC-Chicago,IL",,41.88047,-87.75641
"KFC-Chicago,IL",,41.94548,-87.74725
"KFC-Chicago,IL",,41.92411,-87.74447
"KFC-Chicago,IL",,41.79322,-87.72821
"KFC-Chicago,IL",,41.80653,-87.7041
"KFC-Chicago,IL",,41.95378,-87.69859
"KFC-Chicago,IL",,41.92217,-87.69535
"KFC-Chicago,IL",,42.00384,-87.69021
"KFC-Chicago,IL",,41.86731,-87.6863
"KFC-Chicago,IL",,41.82636,-87.68435
"KFC-Chicago,IL",,41.78741,-87.68404
"KFC-Chicago,IL",,41.70384,-87.68136
"KFC-Chicago,IL",,41.80901,-87.67513
"KFC-Chicago,IL",,41.75038,-87.6713
"KFC-Chicago,IL",,41.88158,-87.66719
"KFC-Chicago,IL",,41.77229,-87.66418
"KFC-Chicago,IL",,41.93286,-87.6481
"KFC-Chicago,IL",,41.70853,-87.64311
"KFC-Chicago,IL",,41.75793,-87.62656
"KFC-Chicago,IL",,41.87413,-87.62609
"KFC-Chicago,IL",,41.79417,-87.62534
"KFC-Chicago,IL",,41.72168,-87.6204
"KFC-Chicago,IL",,41.70738,-87.61974
"KFC-Chicago,IL",,41.83115,-87.61919
"KFC-Chicago,IL",,41.74353,-87.61456
"KFC-Chicago,IL",,41.75927,-87.58558
"KFC-Chicago,IL",,41.7222,-87.58454
"KFC-Chicago,IL",,41.7037,-87.52579
"KFC-Chicago,IL",,41.98997,-87.71351
"KFC-Chicago,IL",,41.88604,-87.62574
"KFC-Chicago,IL",,41.74381,-87.57478
"KFC-Cicero,IL",,41.841,-87.74373
"KFC-Clinton,IL",,40.14903,-88.97603
"KFC-Collinsville,IL",,38.68979,-89.97278
"KFC-Crystal Lake,IL",,42.22633,-88.3209
"KFC-Danville,IL",,40.12661,-87.61198
"KFC-Decatur,IL",,39.84024,-88.95599
"KFC-Decatur,IL",,39.87729,-88.93978
"KFC-Dekalb,IL",,41.93096,-88.77372
"KFC-Des Plaines,IL",,42.02378,-87.89481
"KFC-Des Plaines,IL",,42.01597,-87.92083
"KFC-Dixon,IL",,41.8534,-89.48715
"KFC-Dolton,IL",,41.62245,-87.59198
"KFC-Downers Grove,IL",,41.75121,-88.01855
"KFC-East Moline,IL",,41.48944,-90.43495
"KFC-Effingham,IL",,39.13837,-88.56212
"KFC-Eldorado,IL",,37.80711,-88.4409
"KFC-Elgin,IL",,42.02559,-88.33908
"KFC-Elgin,IL",,42.04573,-88.27637
"KFC-Elmhurst,IL",,41.89036,-87.96246
"KFC-Elmhurst,IL",,41.92624,-87.93987
"KFC-Evanston,IL",,42.04118,-87.69922
"KFC-Franklin Park,IL",,41.93536,-87.8848
"KFC-Freeport,IL",,42.30101,-89.63945
"KFC-Galesburg,IL",,40.9597,-90.38306
"KFC-Galesburg,IL",,40.94722,-90.34511
"KFC-Geneva,IL",,41.87341,-88.34147
"KFC-Glen Carbon,IL",,38.77805,-89.9542
"KFC-Godfrey,IL",,38.9351,-90.19281
"KFC-Granite City,IL",,38.72294,-90.12104
"KFC-Great Lakes,IL",,42.30629,-87.85552
"KFC-Greenville,IL",,38.87979,-89.39088
"KFC-Gurnee,IL",,42.38055,-87.94099
"KFC-Harrisburg,IL",,37.73559,-88.5331
"KFC-Hazel Crest,IL",,41.55731,-87.69677
"KFC-Herrin,IL",,37.78955,-89.02773
"KFC-Highland,IL",,38.74882,-89.67655
"KFC-Hoffman Estates,IL",,42.04938,-88.07968
"KFC-Homewood,IL",,41.57153,-87.63617
"KFC-Jacksonville,IL",,39.72336,-90.23259
"KFC-Jerseyville,IL",,39.11116,-90.32029
"KFC-Joliet,IL",,41.51986,-88.18742
"KFC-Joliet,IL",,41.57528,-88.15601
"KFC-Joliet,IL",,41.5253,-88.1246
"KFC-Joliet,IL",,41.53553,-88.07259
"KFC-Kankakee,IL",,41.07905,-87.86716
"KFC-La Salle,IL",,41.32978,-89.10351
"KFC-Lake Forest,IL",,42.2535,-87.90283
"KFC-Lemont,IL",,41.65668,-88.00169
"KFC-Libertyville,IL",,42.2951,-87.95577
"KFC-Lisle,IL",,41.78658,-88.07116
"KFC-Litchfield,IL",,39.17559,-89.67513
"KFC-Lockport,IL",,41.59788,-88.02205
"KFC-Lombard,IL",,41.86074,-87.99866
"KFC-Loves Park,IL",,42.31888,-88.9873
"KFC-MacHesney Park,IL",,42.36577,-89.02163
"KFC-MacOmb,IL",,40.45854,-90.66441
"KFC-Manteno,IL",,41.24972,-87.84733
"KFC-Marion,IL",,37.74093,-88.94255
"KFC-Markham,IL",,41.60069,-87.68919
"KFC-Matteson,IL",,41.50597,-87.72106
"KFC-Mattoon,IL",,39.48161,-88.36579
"KFC-McHenry,IL",,42.3474,-88.28579
"KFC-Metropolis,IL",,37.14925,-88.71571
"KFC-Midlothian,IL",,41.62798,-87.71761
"KFC-Milan,IL",,41.44402,-90.57201
"KFC-Mokena,IL",,41.54647,-87.85166
"KFC-Monmouth,IL",,40.91949,-90.64806
"KFC-Montgomery,IL",,41.72285,-88.31973
"KFC-Morris,IL",,41.37796,-88.4222
"KFC-Morton Grove,IL",,42.04078,-87.79794
"KFC-Morton,IL",,40.61903,-89.47007
"KFC-Mount Vernon,IL",,38.31658,-88.94228
"KFC-Mt Prospect,IL",,42.03946,-87.94084
"KFC-Murphysboro,IL",,37.76423,-89.32997
"KFC-Naperville,IL",,41.70905,-88.20847
"KFC-Naperville,IL",,41.78569,-88.13708
"KFC-Naperville,IL",,41.75347,-88.11534
"KFC-New Lenox,IL",,41.51592,-87.97491
"KFC-Normal,IL",,40.52501,-88.99553
"KFC-North Chicago,IL",,42.31904,-87.86645
"KFC-North Pekin,IL",,40.62476,-89.62061
"KFC-Oak Forest,IL",,41.60296,-87.74883
"KFC-Oak Lawn,IL",,41.70313,-87.74035
"KFC-Oak Park,IL",,41.88002,-87.78313
"KFC-Ofallon,IL",,38.59248,-89.95906
"KFC-Oglesby,IL",,41.29611,-89.07846
"KFC-Olney,IL",,38.72838,-88.09428
"KFC-Orland Park,IL",,41.60128,-87.84925
"KFC-Ottawa,IL",,41.37097,-88.83621
"KFC-Palatine,IL",,42.13934,-88.01997
"KFC-Pekin,IL",,40.54386,-89.5988
"KFC-Peoria,IL",,40.74738,-89.62797
"KFC-Peoria,IL",,40.69509,-89.62299
"KFC-Peoria,IL",,40.79465,-89.63109
"KFC-Pleasant Hill,IL",,39.60472,-90.82967
"KFC-Plainfield,IL",,41.56158,-88.20037
"KFC-Pontiac,IL",,40.87357,-88.64533
"KFC-Princeton,IL",,41.38639,-89.46529
"KFC-Quincy,IL",,39.93511,-91.3628
"KFC-Rantoul,IL",,40.30888,-88.1908
"KFC-Robinson,IL",,39.00571,-87.75914
"KFC-Rock Island,IL",,41.49351,-90.55824
"KFC-Rockford,IL",,42.28853,-89.10317
"KFC-Rockford,IL",,42.31314,-89.07703
"KFC-Rockford,IL",,42.22983,-89.07237
"KFC-Rockford,IL",,42.26665,-89.00089
"KFC-Romeoville,IL",,41.64063,-88.12324
"KFC-Round Lake,IL",,42.37914,-88.09379
"KFC-Salem,IL",,38.62491,-88.96834
"KFC-Sandwich,IL",,41.64658,-88.5993
"KFC-Savanna,IL",,42.0911,-90.15468
"KFC-Savoy,IL",,40.07059,-88.24911
"KFC-Schaumburg,IL",,42.00584,-88.0802
"KFC-Springfield,IL",,39.80914,-89.68594
"KFC-Springfield,IL",,39.75833,-89.64809
"KFC-Springfield,IL",,39.8143,-89.64346
"KFC-Sterling,IL",,41.80225,-89.66689
"KFC-Streamwood,IL",,42.0114,-88.14487
"KFC-Streator,IL",,41.13953,-88.83588
"KFC-Sycamore,IL",,41.97441,-88.71656
"KFC-Taylorville,IL",,39.55426,-89.29726
"KFC-Urbana,IL",,40.11663,-88.21117
"KFC-Vandalia,IL",,38.97245,-89.12591
"KFC-Vernon Hills,IL",,42.23982,-87.94467
"KFC-Washington,IL",,40.70277,-89.42258
"KFC-Waterloo,IL",,38.34874,-90.15041
"KFC-Wauconda,IL",,42.25745,-88.15073
"KFC-Waukegan,IL",,42.37917,-87.85564
"KFC-West Chicago,IL",,41.88055,-88.19437
"KFC-West Dundee,IL",,42.09836,-88.28797
"KFC-Westchester,IL",,41.83375,-87.89963
"KFC-Westchester,IL",,41.8637,-87.87173
"KFC-Wheaton,IL",,41.82965,-88.10252
"KFC-Wheeling,IL",,42.13988,-87.9126
"KFC-Wood River,IL",,38.86622,-90.06889
"KFC-Yorkville,IL",,41.65828,-88.44772
"KFC-Zion,IL",,42.45282,-87.82533
"KFC-Anderson,IN",,40.05467,-85.65262
"KFC-Anderson,IN",,40.09939,-85.65252
"KFC-Angola,IN",,41.64103,-84.99924
"KFC-Auburn,IN",,41.3666,-85.07037
"KFC-Avon,IN",,39.76305,-86.39077
"KFC-Batesville,IN",,39.31266,-85.21024
"KFC-Bedford,IN",,38.86217,-86.51946
"KFC-Bloomington,IN",,39.16456,-86.58017
"KFC-Bloomington,IN",,39.16438,-86.49433
"KFC-Bluffton,IN",,40.74646,-85.17
"KFC-Brazil,IN",,39.52597,-87.11591
"KFC-Brownsburg,IN",,39.85625,-86.39246
"KFC-Carmel,IN",,39.96047,-86.12666
"KFC-Charlestown,IN",,38.45389,-85.6704
"KFC-Chesterton,IN",,41.61698,-87.04579
"KFC-Clarksville,IN",,38.30486,-85.76649
"KFC-Cloverdale,IN",,39.52295,-86.79893
"KFC-Columbia City,IN",,41.1704,-85.49207
"KFC-Columbus,IN",,39.20023,-85.96507
"KFC-Columbus,IN",,39.22824,-85.89536
"KFC-Connersville,IN",,39.64,-85.1342
"KFC-Corydon,IN",,38.2261,-86.13929
"KFC-Crawfordsville,IN",,40.04424,-86.90151
"KFC-Crown Point,IN",,41.43164,-87.36442
"KFC-Decatur,IN",,40.82992,-84.93753
"KFC-Demotte,IN",,41.20588,-87.19864
"KFC-East Chicago,IN",,41.63557,-87.48066
"KFC-Elkhart,IN",,41.70997,-85.97198
"KFC-Elkhart,IN",,41.65926,-85.94784
"KFC-Evansville,IN",,37.95547,-87.54318
"KFC-Evansville,IN",,37.96385,-87.49251
"KFC-Evansville,IN",,37.97756,-87.62919
"KFC-Fishers,IN",,39.95697,-86.01225
"KFC-Fort Wayne,IN",,41.05992,-85.2186
"KFC-Fort Wayne,IN",,41.03876,-85.13674
"KFC-Fort Wayne,IN",,41.17837,-85.13447
"KFC-Fort Wayne,IN",,41.09752,-85.09061
"KFC-Fort Wayne,IN",,41.1214,-85.06184
"KFC-Frankfort,IN",,40.27882,-86.49294
"KFC-Franklin,IN",,39.48872,-86.06399
"KFC-Gary,IN",,41.56293,-87.35583
"KFC-Gary,IN",,41.59478,-87.33721
"KFC-Gary,IN",,41.59664,-87.26894
"KFC-Gas City,IN",,40.48051,-85.55454
"KFC-Goshen,IN",,41.58905,-85.84772
"KFC-Granger,IN",,41.75189,-86.12264
"KFC-Greencastle,IN",,39.63715,-86.85394
"KFC-Greenfield,IN",,39.80565,-85.76989
"KFC-Greensburg,IN",,39.35421,-85.47964
"KFC-Greenwood,IN",,39.63489,-86.15822
"KFC-Griffith,IN",,41.5509,-87.4323
"KFC-Hammond,IN",,41.6389,-87.50888
"KFC-Hammond,IN",,41.58838,-87.46271
"KFC-Hartford City,IN",,40.46672,-85.36986
"KFC-Hobart,IN",,41.47198,-87.29772
"KFC-Hobart,IN",,41.55063,-87.22713
"KFC-Hobart,IN",,41.51308,-87.25874
"KFC-Huntington,IN",,40.90032,-85.51286
"KFC-Indianapolis,IN",,39.74621,-86.27226
"KFC-Indianapolis,IN",,39.69872,-86.26473
"KFC-Indianapolis,IN",,39.85492,-86.24029
"KFC-Indianapolis,IN",,39.82423,-86.23645
"KFC-Indianapolis,IN",,39.76104,-86.22402
"KFC-Indianapolis,IN",,39.88527,-86.20985
"KFC-Indianapolis,IN",,39.78787,-86.20641
"KFC-Indianapolis,IN",,39.80046,-86.15679
"KFC-Indianapolis,IN",,39.70807,-86.14503
"KFC-Indianapolis,IN",,39.75224,-86.13358
"KFC-Indianapolis,IN",,39.88339,-86.1223
"KFC-Indianapolis,IN",,39.82515,-86.11939
"KFC-Indianapolis,IN",,39.66578,-86.09448
"KFC-Indianapolis,IN",,39.70649,-86.08247
"KFC-Indianapolis,IN",,39.79196,-86.06445
"KFC-Indianapolis,IN",,39.90554,-86.05621
"KFC-Indianapolis,IN",,39.82862,-86.04276
"KFC-Indianapolis,IN",,39.79679,-86.01275
"KFC-Indianapolis,IN",,39.7746,-85.99204
"KFC-Indianapolis,IN",,39.86046,-85.97643
"KFC-Indianapolis,IN",,39.70789,-86.08186
"KFC-Jeffersonville,IN",,38.28801,-85.72939
"KFC-Kendallville,IN",,41.45216,-85.27252
"KFC-Kokomo,IN",,40.49291,-86.13361
"KFC-Kokomo,IN",,40.4686,-86.1082
"KFC-La Porte,IN",,41.61674,-86.73264
"KFC-Lafayette,IN",,40.39538,-86.86526
"KFC-Lafayette,IN",,40.41744,-86.83805
"KFC-Lafayette,IN",,40.37567,-86.76782
"KFC-Lawrenceburg,IN",,39.09688,-84.85426
"KFC-Lebanon,IN",,40.04679,-86.50176
"KFC-Ligonier,IN",,41.46132,-85.58562
"KFC-Linton,IN",,39.03675,-87.15197
"KFC-Logansport,IN",,40.75696,-86.3216
"KFC-Lowell,IN",,41.28978,-87.40139
"KFC-Madison,IN",,38.77483,-85.39434
"KFC-Marion,IN",,40.54547,-85.67474
"KFC-Martinsville,IN",,39.40326,-86.43693
"KFC-Merrillville,IN",,41.47153,-87.36243
"KFC-Merrillville,IN",,41.51439,-87.33624
"KFC-Michigan City,IN",,41.67553,-86.8941
"KFC-Mishawaka,IN",,41.66535,-86.10934
"KFC-Mishawaka,IN",,41.65787,-86.21221
"KFC-Mitchell,IN",,38.73211,-86.49072
"KFC-Mooresville,IN",,39.60884,-86.3751
"KFC-Muncie,IN",,40.21888,-85.39494
"KFC-Muncie,IN",,40.17407,-85.38147
"KFC-Munster,IN",,41.56228,-87.51698
"KFC-Nappanee,IN",,41.44286,-85.97872
"KFC-New Albany,IN",,38.30342,-85.83782
"KFC-New Albany,IN",,38.34983,-85.79596
"KFC-New Castle,IN",,39.91718,-85.38347
"KFC-New Haven,IN",,41.06678,-85.01033
"KFC-New Lisbon,IN",,39.8465,-85.2626
"KFC-Noblesville,IN",,40.04867,-86.02519
"KFC-North Manchester,IN",,41.00021,-85.79369
"KFC-North Vernon,IN",,39.01408,-85.6389
"KFC-Paoli,IN",,38.56583,-86.46503
"KFC-Plainfield,IN",,39.7154,-86.36287
"KFC-Plymouth,IN",,41.35078,-86.31046
"KFC-Portage,IN",,41.57598,-87.17772
"KFC-Portland,IN",,40.44694,-84.97802
"KFC-Princeton,IN",,38.35564,-87.591
"KFC-Remington,IN",,40.76594,-87.12775
"KFC-Rensselaer,IN",,40.94055,-87.2198
"KFC-Richmond,IN",,39.82548,-84.92231
"KFC-Richmond,IN",,39.83104,-84.83851
"KFC-Rochester,IN",,41.05735,-86.21699
"KFC-Salem,IN",,38.60252,-86.10064
