name,description,latitude,longitude
"KFC-Mint Hill,NC",,35.18793,-80.69148
"KFC-Mocksville,NC",,35.91541,-80.58229
"KFC-Monroe,NC",,35.00418,-80.5562
"KFC-Monroe,NC",,34.98626,-80.52898
"KFC-Mooresville,NC",,35.59509,-80.86772
"KFC-Mooresville,NC",,35.59458,-80.81757
"KFC-Morehead City,NC",,34.72471,-76.75175
"KFC-Morganton,NC",,35.73572,-81.72371
"KFC-Morganton,NC",,35.71717,-81.69508
"KFC-Morrisville,NC",,35.85506,-78.82496
"KFC-Morrisville,NC",,35.82307,-78.83014
"KFC-Mt Airy,NC",,36.47632,-80.61897
"KFC-Mt Olive,NC",,35.21209,-78.06292
"KFC-Murphy,NC",,35.10628,-84.01283
"KFC-Murphy,NC",,35.10656,-84.01251
"KFC-Nags Head,NC",,35.90816,-75.59753
"KFC-New Bern,NC",,35.11475,-77.07124
"KFC-New Bern,NC",,35.07419,-77.02732
"KFC-Newton,NC",,35.69484,-81.22609
"KFC-North Wilkesboro,NC",,36.15945,-81.15349
"KFC-North Wilkesboro,NC",,36.15065,-81.01424
"KFC-Oxford,NC",,36.29849,-78.58404
"KFC-Pembroke,NC",,34.68642,-79.19942
"KFC-Pittsboro,NC",,35.72203,-79.17706
"KFC-Plymouth,NC",,35.86102,-76.73623
"KFC-Raeford,NC",,35.01064,-79.17545
"KFC-Raleigh,NC",,35.85911,-78.71285
"KFC-Raleigh,NC",,35.78467,-78.69087
"KFC-Raleigh,NC",,35.90097,-78.65337
"KFC-Raleigh,NC",,35.81919,-78.6219
"KFC-Raleigh,NC",,35.86963,-78.62135
"KFC-Raleigh,NC",,35.77985,-78.62081
"KFC-Raleigh,NC",,35.76849,-78.58002
"KFC-Raleigh,NC",,35.84026,-78.57944
"KFC-Raleigh,NC",,35.78551,-78.64264
"KFC-Red Springs,NC",,34.81021,-79.17297
"KFC-Reidsville,NC",,36.35497,-79.663
"KFC-Richfield,NC",,35.47099,-80.26607
"KFC-Roanoke Rapids,NC",,36.4293,-77.63352
"KFC-Rockingham,NC",,34.92063,-79.74773
"KFC-Rocky Mount,NC",,35.95657,-77.82217
"KFC-Rocky Mount,NC",,35.9317,-77.81189
"KFC-Rocky Mount,NC",,35.94377,-77.77592
"KFC-Roxboro,NC",,36.39783,-78.98291
"KFC-Rutherfordton,NC",,35.38448,-81.96811
"KFC-Salisbury,NC",,35.66223,-80.50075
"KFC-Salisbury,NC",,35.66265,-80.46426
"KFC-Sanford,NC",,35.47164,-79.17415
"KFC-Selma,NC",,35.5207,-78.2932
"KFC-Shallotte,NC",,34.34091,-78.70316
"KFC-Shelby,NC",,35.30181,-81.53487
"KFC-Shelby,NC",,35.27295,-81.52446
"KFC-Siler City,NC",,35.73334,-79.43942
"KFC-Southport,NC",,33.95023,-78.05005
"KFC-Sparta,NC",,36.4973,-81.10779
"KFC-Spring Lake,NC",,35.16668,-78.97228
"KFC-Spruce Pine,NC",,35.95304,-82.1078
"KFC-Statesville,NC",,35.81139,-80.86315
"KFC-Statesville,NC",,35.77462,-80.86257
"KFC-Sylva,NC",,35.37449,-83.21299
"KFC-Tarboro,NC",,35.89206,-77.55019
"KFC-Thomasville,NC",,35.86905,-80.07352
"KFC-Troutman,NC",,35.71393,-80.89636
"KFC-Wadesboro,NC",,34.96898,-80.07095
"KFC-Wake Forest,NC",,35.98404,-78.53794
"KFC-Wallace,NC",,34.74315,-77.99571
"KFC-Warsaw,NC",,34.99319,-78.14107
"KFC-Washington,NC",,35.56471,-77.06283
"KFC-Waynesville,NC",,35.50352,-82.99057
"KFC-Weaverville,NC",,35.70376,-82.56641
"KFC-West Jefferson,NC",,36.38008,-81.48784
"KFC-Whiteville,NC",,34.33665,-78.70851
"KFC-Wilkesboro,NC",,36.1494,-81.19624
"KFC-Williamston,NC",,35.84132,-77.06453
"KFC-Wilmington,NC",,34.19319,-77.93544
"KFC-Wilmington,NC",,34.26012,-77.83153
"KFC-Wilmington,NC",,34.13491,-77.89529
"KFC-Wilson,NC",,35.7624,-77.99883
"KFC-Wilson,NC",,35.72204,-77.93468
"KFC-Wilson,NC",,35.72101,-77.89274
"KFC-Winston Salem,NC",,36.0747,-80.31259
"KFC-Winston Salem,NC",,36.14374,-80.29897
"KFC-Winston Salem,NC",,36.17725,-80.27533
"KFC-Winston Salem,NC",,36.06602,-80.25423
"KFC-Winston Salem,NC",,36.10889,-80.23553
"KFC-Yadkinville,NC",,36.12257,-80.65988
"KFC-Zebulon,NC",,35.83328,-78.31623
"KFC-Bismarck,ND",,46.80182,-100.78753
"KFC-Bismarck,ND",,46.83553,-100.77325
"KFC-Devils Lake,ND",,48.10784,-98.86956
"KFC-Dickinson,ND",,46.89336,-102.7873
"KFC-Fargo,ND",,46.843,-96.82755
"KFC-Grand Forks,ND",,47.91518,-97.04518
"KFC-Minot,ND",,48.20319,-101.29614
"KFC-Minot,ND",,48.25507,-101.29601
"KFC-West Fargo,ND",,46.86224,-96.87737
"KFC-Williston,ND",,48.15793,-103.62602
"KFC-Beatrice,NE",,40.26583,-96.74749
"KFC-Bellevue,NE",,41.14513,-95.91265
"KFC-Blair,NE",,41.54355,-96.14112
"KFC-Columbus,NE",,41.43837,-97.34809
"KFC-Fremont,NE",,41.45134,-96.48894
"KFC-Grand Island,NE",,40.92296,-98.34391
"KFC-Grand Island,NE",,40.93722,-98.37882
"KFC-Hastings,NE",,40.57296,-98.39263
"KFC-La Vista,NE",,41.19056,-96.04179
"KFC-Lincoln,NE",,40.78492,-96.65359
"KFC-Lincoln,NE",,40.79173,-96.70848
"KFC-Lincoln,NE",,40.83865,-96.70578
"KFC-Lincoln,NE",,40.83778,-96.60613
"KFC-McCook,NE",,40.20418,-100.64588
"KFC-Norfolk,NE",,42.02124,-97.4263
"KFC-North Platte,NE",,41.13227,-100.76415
"KFC-Ogallala,NE",,41.12148,-101.71303
"KFC-Omaha,NE",,41.21266,-95.98618
"KFC-Omaha,NE",,41.29979,-96.00478
"KFC-Omaha,NE",,41.32891,-95.95814
"KFC-Omaha,NE",,41.28527,-96.04818
"KFC-Omaha,NE",,41.28787,-96.08124
"KFC-Omaha,NE",,41.23626,-96.11973
"KFC-Omaha,NE",,41.29514,-96.11943
"KFC-Omaha,NE",,41.20527,-95.97038
"KFC-Plattsmouth,NE",,41.00257,-95.90567
"KFC-Scottsbluff,NE",,41.87365,-103.6746
"KFC-Sidney,NE",,41.11659,-102.94705
"KFC-York,NE",,40.82592,-97.59735
"KFC-Amherst,NH",,42.86452,-71.62406
"KFC-Claremont,NH",,43.36839,-72.32474
"KFC-Concord,NH",,43.19305,-71.52809
"KFC-Concord,NH",,43.21544,-71.509
"KFC-Conway,NH",,43.95768,-71.17585
"KFC-Derry,NH",,42.88312,-71.32471
"KFC-Gorham,NH",,44.39814,-71.19707
"KFC-Keene,NH",,42.92435,-72.29087
"KFC-Laconia,NH",,43.56154,-71.45174
"KFC-Londonderry,NH",,42.86148,-71.35205
"KFC-Manchester,NH",,42.96783,-71.48022
"KFC-Manchester,NH",,43.01726,-71.44983
"KFC-Nashua,NH",,42.753,-71.46158
"KFC-Rindge,NH",,42.75322,-72.03982
"KFC-Rochester,NH",,43.29705,-70.97302
"KFC-Salem,NH",,42.74575,-71.20132
"KFC-Seabrook,NH",,42.8828,-70.86778
"KFC-Somersworth,NH",,43.23613,-70.88267
"KFC-Tilton,NH",,43.45355,-71.56586
"KFC-West Lebanon,NH",,43.63298,-72.31818
"KFC-Aberdeen,NJ",,40.40688,-74.22547
"KFC-Absecon,NJ",,39.42915,-74.50735
"KFC-Atlantic City,NJ",,39.36163,-74.4295
"KFC-Bayonne,NJ",,40.66449,-74.11758
"KFC-Belleville,NJ",,40.80448,-74.14574
"KFC-Bloomfield,NJ",,40.79134,-74.20022
"KFC-Bricktown,NJ",,40.05001,-74.14221
"KFC-Bridgeton,NJ",,39.42694,-75.23307
"KFC-Bridgewater,NJ",,40.58028,-74.60686
"KFC-Brooklawn,NJ",,39.87821,-75.11502
"KFC-Burlington,NJ",,40.07172,-74.85544
"KFC-Caldwell,NJ",,40.85014,-74.29552
"KFC-Cedar Knolls,NJ",,40.81151,-74.45699
"KFC-Cherry Hill,NJ",,39.93804,-75.03303
"KFC-Collingswood,NJ",,39.91297,-75.05763
"KFC-Cream Ridge,NJ",,40.13593,-74.45883
"KFC-East Brunswick,NJ",,40.45886,-74.40227
"KFC-East Orange,NJ",,40.75777,-74.21893
"KFC-East Windsor,NJ",,40.2738,-74.53948
"KFC-Elizabeth,NJ",,40.661,-74.21947
"KFC-Elizabeth,NJ",,40.66236,-74.20576
"KFC-Fairview,NJ",,40.82042,-74.00815
"KFC-Flemington,NJ",,40.50862,-74.85107
"KFC-Florham Park,NJ",,40.78712,-74.39135
"KFC-Fort Lee,NJ",,40.8601,-73.97081
"KFC-Franklin Park,NJ",,40.43307,-74.5481
"KFC-Hackensack,NJ",,40.86256,-74.0357
"KFC-Hackettstown,NJ",,40.83582,-74.82333
"KFC-Hamilton,NJ",,40.20897,-74.6935
"KFC-Hammonton,NJ",,39.64479,-74.7842
"KFC-Hasbrouck Heights,NJ",,40.85522,-74.07133
"KFC-Hazlet,NJ",,40.42985,-74.18738
"KFC-Hillsdale,NJ",,40.99942,-74.03843
"KFC-Irvington,NJ",,40.72037,-74.2313
"KFC-Irvington,NJ",,40.72818,-74.22031
"KFC-Iselin,NJ",,40.55431,-74.31453
"KFC-Jersey City,NJ",,40.71723,-74.07281
"KFC-Lakewood,NJ",,40.10657,-74.21611
"KFC-Ledgewood,NJ",,40.87895,-74.64736
"KFC-Maple Shade,NJ",,39.96691,-75.00212
"KFC-Mays Landing,NJ",,39.45465,-74.65409
"KFC-Medford,NJ",,39.89983,-74.84551
"KFC-Merchantville,NJ",,39.93001,-75.08331
"KFC-Millville,NJ",,39.41841,-75.03993
"KFC-Mountt Holly ,NJ",,40.00063,-74.78532
"KFC-Neptune City,NJ",,40.1978,-74.03038
"KFC-Newark,NJ",,40.74104,-74.19225
"KFC-Newark,NJ",,40.75898,-74.18598
"KFC-Newton,NJ",,41.05855,-74.75318
"KFC-North Arlington,NJ",,40.78633,-74.14586
"KFC-North Brunswick,NJ",,40.45931,-74.46822
"KFC-North Cape May,NJ",,38.93813,-74.9423
"KFC-Oakland,NJ",,41.0247,-74.24213
"KFC-Old Bridge,NJ",,40.40374,-74.3212
"KFC-Old Bridge,NJ",,40.44581,-74.29984
"KFC-Paramus,NJ",,40.94583,-74.05099
"KFC-Parsippany,NJ",,40.86417,-74.39814
"KFC-Passaic,NJ",,40.86435,-74.1292
"KFC-Paterson,NJ",,40.91854,-74.15452
"KFC-Paulsboro,NJ",,39.82888,-75.2394
"KFC-Pennsauken,NJ",,39.99186,-75.02736
"KFC-Pennsville,NJ",,39.67548,-75.49733
"KFC-Perth Amboy,NJ",,40.51959,-74.28256
"KFC-Phillipsburg,NJ",,40.69656,-75.18434
"KFC-Pine Hill,NJ",,39.8042,-75.02159
"KFC-Piscataway,NJ",,40.55953,-74.44086
"KFC-Plainfield,NJ",,40.59812,-74.43658
"KFC-Plainfield,NJ",,40.62581,-74.4357
"KFC-Plainfield,NJ",,40.63097,-74.39941
"KFC-Pleasantville,NJ",,39.39152,-74.53219
"KFC-Point Pleasant Beach,NJ",,40.08007,-74.08505
"KFC-Pompton Plains,NJ",,40.96834,-74.29592
"KFC-Rahway,NJ",,40.59246,-74.29103
"KFC-Rahway,NJ",,40.60581,-74.26246
"KFC-Ramsey,NJ",,41.07056,-74.13782
"KFC-Rockaway,NJ",,40.89086,-74.51197
"KFC-Saddle Brook,NJ",,40.89764,-74.10124
"KFC-Teaneck,NJ",,40.89063,-74.02596
"KFC-Toms River,NJ",,39.96246,-74.18163
"KFC-Trenton,NJ",,40.24134,-74.75145
"KFC-Trenton,NJ",,40.20302,-74.74026
"KFC-Union City,NJ",,40.75757,-74.04387
"KFC-Union,NJ",,40.68831,-74.30887
"KFC-Vineland,NJ",,39.48807,-75.04313
"KFC-Voorhees,NJ",,39.85432,-74.98197
"KFC-Wall,NJ",,40.18605,-74.0256
"KFC-Wayne,NJ",,40.95548,-74.21928
"KFC-West Berlin,NJ",,39.80561,-74.93754
"KFC-West New York,NJ",,40.78723,-74.01778
"KFC-Williamstown,NJ",,39.69068,-74.99387
"KFC-Willingboro,NJ",,40.02902,-74.93188
"KFC-Woodbridge,NJ",,40.55812,-74.27591
"KFC-Woodbury,NJ",,39.80299,-75.16876
"KFC-Wrightstown,NJ",,40.03793,-74.61805
"KFC-Alamogordo,NM",,32.88331,-105.96049
"KFC-Albuquerque,NM",,35.13738,-106.64137
"KFC-Albuquerque,NM",,35.10993,-106.58617
"KFC-Albuquerque,NM",,35.14683,-106.58616
"KFC-Albuquerque,NM",,35.07574,-106.56957
"KFC-Albuquerque,NM",,35.10731,-106.53327
"KFC-Albuquerque,NM",,35.06915,-106.50547
"KFC-Albuquerque,NM",,35.07923,-106.71272
"KFC-Albuquerque,NM",,35.05838,-106.58853
"KFC-Albuquerque,NM",,35.02501,-106.681
"KFC-Albuquerque,NM",,35.03906,-106.6769
"KFC-Artesia,NM",,32.84236,-104.41428
"KFC-Bernalillo,NM",,35.31774,-106.5415
"KFC-Carlsbad,NM",,32.43565,-104.24139
"KFC-Clovis,NM",,34.41885,-103.19666
"KFC-Deming,NM",,32.27039,-107.75359
"KFC-Espanola,NM",,36.00976,-106.08796
"KFC-Espanola,NM",,36.00274,-106.06325
"KFC-Gallup,NM",,35.53703,-108.75854
"KFC-Gallup,NM",,35.52917,-108.70313
"KFC-Gallup,NM",,35.50555,-108.82894
"KFC-Grants,NM",,35.16061,-107.87753
"KFC-Hobbs,NM",,32.71806,-103.14073
"KFC-Las Cruces,NM",,32.32989,-106.78338
"KFC-Las Cruces,NM",,32.29661,-106.77393
"KFC-Las Cruces,NM",,32.31636,-106.74719
"KFC-Las Vegas,NM",,35.6032,-105.21222
"KFC-Lordsburg,NM",,32.34073,-108.71455
"KFC-Los Lunas,NM",,34.81445,-106.76516
"KFC-Lovington,NM",,32.96199,-103.34839
"KFC-Rio Rancho,NM",,35.24174,-106.69436
"KFC-Roswell,NM",,33.37247,-104.52335
"KFC-Roswell,NM",,33.42174,-104.52277
"KFC-Ruidoso,NM",,33.32247,-105.63633
"KFC-Santa Fe,NM",,35.65009,-106.00063
"KFC-Santa Fe,NM",,35.67586,-105.9538
"KFC-Santa Rosa,NM",,34.94515,-104.6642
"KFC-Silver City,NM",,32.78758,-108.24902
"KFC-Truth Or Consequences,NM",,33.15035,-107.24627
"KFC-Boulder City,NV",,35.96951,-114.85577
"KFC-Carson City,NV",,39.18314,-119.7684
"KFC-Elko,NV",,40.83299,-115.78563
"KFC-Gardnerville,NV",,38.93658,-119.74056
"KFC-Henderson,NV",,36.04197,-115.09095
"KFC-Henderson,NV",,36.07065,-115.07887
"KFC-Henderson,NV",,36.05646,-115.04103
"KFC-Henderson,NV",,36.03911,-114.98108
"KFC-Henderson,NV",,36.01245,-114.9623
"KFC-Henderson,NV",,36.00048,-115.10585
"KFC-Las Vegas,NV",,36.15876,-115.31783
"KFC-Las Vegas,NV",,36.14466,-115.30098
"KFC-Las Vegas,NV",,36.10081,-115.29742
"KFC-Las Vegas,NV",,36.21885,-115.28253
"KFC-Las Vegas,NV",,36.11545,-115.26116
"KFC-Las Vegas,NV",,36.26924,-115.26052
"KFC-Las Vegas,NV",,36.26297,-115.25008
"KFC-Las Vegas,NV",,36.08664,-115.24301
"KFC-Las Vegas,NV",,36.21834,-115.24297
"KFC-Las Vegas,NV",,36.24043,-115.23296
"KFC-Las Vegas,NV",,36.19554,-115.22686
"KFC-Las Vegas,NV",,36.1257,-115.22249
"KFC-Las Vegas,NV",,36.14474,-115.20038
"KFC-Las Vegas,NV",,36.14494,-115.13725
"KFC-Las Vegas,NV",,36.01315,-115.13419
"KFC-Las Vegas,NV",,36.0422,-115.12077
"KFC-Las Vegas,NV",,36.12995,-115.11632
"KFC-Las Vegas,NV",,36.16959,-115.1157
"KFC-Las Vegas,NV",,36.09982,-115.10449
"KFC-Las Vegas,NV",,36.11434,-115.06657
"KFC-Las Vegas,NV",,36.16128,-115.06248
"KFC-Las Vegas,NV",,36.19603,-115.06193
"KFC-Las Vegas,NV",,36.18259,-115.18029
"KFC-Las Vegas,NV",,36.06287,-115.2795
"KFC-Mesquite,NV",,36.80728,-114.06487
"KFC-North Las Vegas,NV",,36.28717,-115.17787
"KFC-North Las Vegas,NV",,36.23955,-115.1599
"KFC-North Las Vegas,NV",,36.19567,-115.12007
"KFC-North Las Vegas,NV",,36.20901,-115.10865
"KFC-North Las Vegas,NV",,36.19198,-115.08766
"KFC-Pahrump,NV",,36.20682,-115.99031
"KFC-Reno,NV",,39.52452,-119.81165
"KFC-Reno,NV",,39.47238,-119.78669
"KFC-Reno,NV",,39.54554,-119.78279
"KFC-Reno,NV",,39.52874,-119.82701
"KFC-Reno,NV",,39.53366,-119.86769
"KFC-Sparks,NV",,39.5365,-119.73651
"KFC-Sparks,NV",,39.57986,-119.70204
"KFC-Winnemucca,NV",,40.96022,-117.74713
"KFC-Albany,NY",,42.69679,-73.80882
"KFC-Albany,NY",,42.64339,-73.77582
"KFC-Albany,NY",,42.68295,-73.73159
"KFC-Amherst,NY",,42.96322,-78.81404
"KFC-Amherst,NY",,42.97837,-78.8
"KFC-Amityville,NY",,40.70507,-73.42783
"KFC-Amsterdam,NY",,42.94487,-74.18674
"KFC-Auburn,NY",,42.95338,-76.54469
"KFC-Batavia,NY",,43.00592,-78.20809
"KFC-Bay Shore,NY",,40.72466,-73.24137
"KFC-Binghamton,NY",,42.10629,-75.93604
"KFC-Binghamton,NY",,42.10769,-75.88857
"KFC-Bronx,NY",,40.81646,-73.91858
"KFC-Bronx,NY",,40.83932,-73.91573
"KFC-Bronx,NY",,40.85394,-73.9075
"KFC-Bronx,NY",,40.87991,-73.9043
"KFC-Bronx,NY",,40.84508,-73.90253
"KFC-Bronx,NY",,40.86287,-73.90121
"KFC-Bronx,NY",,40.86243,-73.8944
"KFC-Bronx,NY",,40.82669,-73.8576
"KFC-Bronx,NY",,40.89822,-73.85478
"KFC-Bronx,NY",,40.87366,-73.85429
"KFC-Bronx,NY",,40.88089,-73.83935
"KFC-Brooklyn,NY",,40.61768,-74.02929
"KFC-Brooklyn,NY",,40.65909,-73.99975
"KFC-Brooklyn,NY",,40.69334,-73.99072
"KFC-Brooklyn,NY",,40.61911,-73.99035
"KFC-Brooklyn,NY",,40.68174,-73.98041
"KFC-Brooklyn,NY",,40.64432,-73.97044
"KFC-Brooklyn,NY",,40.60776,-73.96202
"KFC-Brooklyn,NY",,40.64871,-73.95847
"KFC-Brooklyn,NY",,40.66489,-73.95699
"KFC-Brooklyn,NY",,40.68932,-73.9552
"KFC-Brooklyn,NY",,40.6805,-73.94947
"KFC-Brooklyn,NY",,40.60049,-73.94095
"KFC-Brooklyn,NY",,40.69718,-73.93223
"KFC-Brooklyn,NY",,40.66265,-73.93165
"KFC-Brooklyn,NY",,40.61713,-73.93107
"KFC-Brooklyn,NY",,40.63306,-73.92822
"KFC-Brooklyn,NY",,40.67675,-73.92224
"KFC-Brooklyn,NY",,40.66962,-73.91181
"KFC-Brooklyn,NY",,40.69939,-73.91134
"KFC-Brooklyn,NY",,40.64903,-73.89207
"KFC-Brooklyn,NY",,40.67958,-73.87943
"KFC-Brooklyn,NY",,40.63205,-73.88807
"KFC-Brooklyn,NY",,40.60843,-73.92052
"KFC-Brooklyn,NY",,40.64372,-74.01152
"KFC-Buffalo,NY",,42.92199,-78.84014
"KFC-Buffalo,NY",,42.85601,-78.82271
"KFC-Cambria Heights,NY",,40.69259,-73.74442
"KFC-Carmel,NY",,41.41446,-73.66988
"KFC-Centereach,NY",,40.85825,-73.08203
"KFC-Central Islip,NY",,40.79325,-73.19068
"KFC-Cicero,NY",,43.15258,-76.12403
"KFC-Clifton Park,NY",,42.86388,-73.78136
"KFC-Cobleskill,NY",,42.67972,-74.47464
"KFC-Commack,NY",,40.84612,-73.26661
"KFC-Copiague,NY",,40.69374,-73.39465
"KFC-Cortland,NY",,42.59825,-76.20486
"KFC-Deer Park,NY",,40.75145,-73.3251
"KFC-Depew,NY",,42.91684,-78.7359
"KFC-Depew,NY",,42.87989,-78.69717
"KFC-Dunkirk,NY",,42.45694,-79.31152
"KFC-East Greenbush,NY",,42.59881,-73.71015
"KFC-East Meadow,NY",,40.72452,-73.54591
"KFC-East Setauket,NY",,40.90527,-73.07155
"KFC-Elmira,NY",,42.06942,-76.81456
"KFC-Elmont,NY",,40.70789,-73.71554
"KFC-Elmsford,NY",,41.06646,-73.8148
"KFC-Evans Mills,NY",,44.05714,-75.83047
"KFC-Far Rockaway,NY",,40.60561,-73.75483
"KFC-Farmington,NY",,42.97187,-77.35301
"KFC-Fishkill,NY",,41.52912,-73.89693
"KFC-Floral Park,NY",,40.7271,-73.71071
"KFC-Flushing,NY",,40.76294,-73.8349
"KFC-Flushing,NY",,40.74262,-73.82546
"KFC-Flushing,NY",,40.71732,-73.8195
"KFC-Flushing,NY",,40.7005,-73.94492
"KFC-Flushing,NY",,40.76919,-73.81498
"KFC-Fulton,NY",,43.3171,-76.41112
"KFC-Geneseo,NY",,42.79623,-77.79159
"KFC-Geneva,NY",,42.857,-77.01313
"KFC-Glens Falls,NY",,43.32828,-73.66879
"KFC-Greenvale,NY",,40.81275,-73.62727
"KFC-Hempstead,NY",,40.70414,-73.6384
"KFC-Herkimer,NY",,43.02191,-74.99274
"KFC-Hicksville,NY",,40.77357,-73.52904
"KFC-Hicksville,NY",,40.77734,-73.53008
"KFC-Hollis,NY",,40.71316,-73.76518
"KFC-Hopewell Junction,NY",,41.57917,-73.80577
"KFC-Howard Beach,NY",,40.65243,-73.8383
"KFC-Huntington Station,NY",,40.82874,-73.41804
"KFC-Jamaica,NY",,40.70083,-73.80947
"KFC-Jamaica,NY",,40.70159,-73.80515
"KFC-Jamaica,NY",,40.68483,-73.79276
"KFC-Jamaica,NY",,40.70159,-73.80515
"KFC-Jamaica,NY",,40.68497,-73.77178
"KFC-Jamestown,NY",,42.09826,-79.23309
"KFC-Jericho,NY",,40.77949,-73.56065
"KFC-Johnstown,NY",,43.01139,-74.36023
"KFC-Kingston,NY",,41.93954,-74.00035
"KFC-Lakewood,NY",,42.09791,-79.30871
"KFC-Levittown,NY",,40.72536,-73.49222
"KFC-Lindenhurst,NY",,40.68367,-73.35411
"KFC-Little Neck,NY",,40.76127,-73.73132
"KFC-Liverpool,NY",,43.18438,-76.24789
"KFC-Liverpool,NY",,43.10019,-76.18427
"KFC-Lockport,NY",,43.16626,-78.71411
"KFC-Long Beach,NY",,40.59106,-73.65792
"KFC-Lynbrook,NY",,40.65818,-73.66378
"KFC-Malone,NY",,44.84784,-74.31165
"KFC-Malta,NY",,42.97153,-73.79423
"KFC-Manhattan,NY",,40.68678,-73.97972
"KFC-Massapequa,NY",,40.68298,-73.43257
"KFC-Massena,NY",,44.92548,-74.89122
"KFC-Melville,NY",,40.76221,-73.42334
"KFC-Middle Village,NY",,40.71606,-73.88106
"KFC-Middletown,NY",,41.45717,-74.37935
"KFC-Mineola,NY",,40.74913,-73.64082
"KFC-Monticello,NY",,41.66586,-74.67583
"KFC-Mt Vernon,NY",,40.90149,-73.82165
"KFC-Nanuet,NY",,41.10075,-74.02293
"KFC-New City,NY",,41.12196,-73.99259
"KFC-New Hartford,NY",,43.08031,-75.31941
"KFC-New Rochelle,NY",,40.91883,-73.78668
"KFC-New Windsor,NY",,41.46289,-74.05226
"KFC-New York,NY",,40.70601,-74.01195
"KFC-New York,NY",,40.74926,-73.98783
"KFC-New York,NY",,40.73275,-73.98627
"KFC-New York,NY",,40.7528,-73.97889
"KFC-New York,NY",,40.80116,-73.96819
"KFC-New York,NY",,40.7693,-73.95782
"KFC-New York,NY",,40.82079,-73.93626
"KFC-New York,NY",,40.71453,-74.00713
"KFC-New York,NY",,40.75175,-73.99269
"KFC-Newburgh,NY",,41.53844,-74.04133
"KFC-Niagara Falls,NY",,43.10098,-79.05233
"KFC-Niagara Falls,NY",,43.08878,-78.98607
"KFC-North Baldwin,NY",,40.68069,-73.61476
"KFC-North Valley Stream,NY",,40.667,-73.7052
"KFC-Norwich,NY",,42.49923,-75.52776
"KFC-Oceanside,NY",,40.64069,-73.65609
"KFC-Olean,NY",,42.0773,-78.44005
"KFC-Oneida,NY",,43.0789,-75.64201
"KFC-Oneonta,NY",,42.4575,-75.05584
"KFC-Ossining,NY",,41.15105,-73.85995
"KFC-Oswego,NY",,43.46205,-76.4788
"KFC-Owego,NY",,42.10112,-76.23833
"KFC-Patchogue,NY",,40.7871,-73.0089
"KFC-Patchogue,NY",,40.76704,-72.99575
"KFC-Pawling,NY",,41.5466,-73.58759
"KFC-Pearl River,NY",,41.0588,-74.02419
"KFC-Peekskill,NY",,41.29028,-73.92937
"KFC-Plattsburgh,NY",,44.69721,-73.47918
"KFC-Port Chester,NY",,40.99615,-73.67103
"KFC-Port Jervis,NY",,41.37637,-74.6862
"KFC-Poughkeepsie,NY",,41.69651,-73.90457
"KFC-Riverhead,NY",,40.93678,-72.64923
"KFC-Riverhead,NY",,40.93333,-72.67319
"KFC-Rochester,NY",,43.21024,-77.69728
"KFC-Rochester,NY",,43.09272,-77.63396
"KFC-Rochester,NY",,43.15946,-77.5967
"KFC-Rochester,NY",,43.20417,-77.5621
"KFC-Rochester,NY",,43.13186,-77.49357
"KFC-Rocky Point,NY",,40.94534,-72.94204
"KFC-Rome,NY",,43.20525,-75.45563
"KFC-Rosedale,NY",,40.66524,-73.72969
"KFC-Saratoga Springs,NY",,43.09933,-73.74883
"KFC-Schenectady,NY",,42.81529,-73.9473
"KFC-Schenectady,NY",,42.78402,-73.90833
"KFC-Shirley,NY",,40.80066,-72.87123
"KFC-Springville,NY",,42.49984,-78.69023
"KFC-St James,NY",,40.85992,-73.15852
"KFC-Staten Island,NY",,40.62469,-74.13673
"KFC-Staten Island,NY",,40.63791,-74.07776
"KFC-Staten Island,NY",,40.57128,-74.10926
"KFC-Staten Island,NY",,40.58131,-74.16889
"KFC-Syracuse,NY",,43.04799,-76.23471
"KFC-Syracuse,NY",,43.03147,-76.14828
"KFC-Syracuse,NY",,43.1141,-76.14614
"KFC-Syracuse,NY",,43.06251,-76.14443
"KFC-Syracuse,NY",,43.04756,-76.07024
"KFC-Thornwood,NY",,41.11337,-73.77187
"KFC-Tonawanda,NY",,43.00211,-78.85596
"KFC-Utica,NY",,43.09688,-75.24088
"KFC-Vestal,NY",,42.09562,-75.97676
"KFC-Wantagh,NY",,40.6753,-73.50988
"KFC-Waterloo,NY",,42.90645,-76.8369
"KFC-Watertown,NY",,43.97691,-75.93449
"KFC-West Haverstraw,NY",,41.21437,-73.98578
"KFC-West Seneca,NY",,42.83231,-78.7535
"KFC-Westbury,NY",,40.75112,-73.5712
"KFC-Woodhaven,NY",,40.67735,-73.89949
"KFC-Woodside,NY",,40.74226,-73.90803
"KFC-Yonkers,NY",,40.93219,-73.89548
"KFC-Yonkers,NY",,40.9658,-73.87257
"KFC-Yonkers,NY",,40.9677,-73.83711
"KFC-Yorktown Heights,NY",,41.27461,-73.78324
"KSC-Endwell,NY",,42.10619,-76.02755
"KFC-Aberdeen,OH",,38.6699,-83.77238
"KFC-Akron,OH",,41.06302,-81.57593
"KFC-Akron,OH",,41.11238,-81.57539
"KFC-Akron,OH",,41.03161,-81.52673
"KFC-Akron,OH",,41.08036,-81.50526
"KFC-Akron,OH",,41.04531,-81.49106
"KFC-Akron,OH",,41.03119,-81.42786
"KFC-Alliance,OH",,40.90152,-81.09459
"KFC-Amelia,OH",,39.03785,-84.23167
